Code,Name,NameLong,Lat,Long,Cbseg,WaterBody,Description,Datum,CityCounty,Tidal,Comments,Fips,Huc12,State,Huc6Name
TUCCC.SNYDRU002,SNYDRU002,Snyder Run,40.79468,-78.680517,,Lower Chest Creek,Snyder Run,NAD83,Clearfield County,FALSE,,42033,020502010103,Pennsylvania,
GCWD.SOUBRAPINCRE0.17,SOUBRAPINCRE0.17,South Branch Pine Creek 0.17,41.732133,-77.64145,,West Branch Pine Creek-Pine Creek,South Branch Pine Creek 0.17,NAD83,Potter County,FALSE,,42105,020502050204,Pennsylvania,West Branch Susquehanna
TUCCC.SOWOBR001,SOWOBR001,Southwoods Branch,41.637767,-78.053217,,South Woods Branch,Southwoods Branch,NAD83,Potter County,FALSE,,42105,020502020402,Pennsylvania,
TUCCC.SPRIRU001,SPRIRU001,Spring Run,40.78597,-78.68095,,Lower Chest Creek,Spring Run,NAD83,Clearfield County,FALSE,,42033,020502010103,Pennsylvania,
LCCD.SR1,SR1,Swarr Run - SR1,40.083056,-76.381389,,Millers Run-Little Conestoga Creek,"SR1 is west side of bridge over Rt. 722, just off Harrisburg Pk., SR1 is also just west of Mann Farm, located on Harrisburg Pk.",NAD83,Lancaster County,FALSE,site is just before the Swarr Run stream restoration project,42071,020503061001,Pennsylvania,
LCCD.SR2,SR2,Swarr Run - SR2,40.075278,-76.37,,Millers Run-Little Conestoga Creek,"SR2 location is east side of bridge over Colebrook R., just off Harrisburg Pk., site is just below the future Mann Farm restoration project",NAD83,Lancaster County,FALSE,this site is below Swarr Run stream restoration project,42071,020503061001,Pennsylvania,
TUCCC.STAFFRU001,STAFFRU001,Staffords Run������������������������,40.9474,-78.4386,,Little Clearfield Creek,Staffords Run������������������������,NAD83,Clearfield County,FALSE,,42033,020502010309,Pennsylvania,
LCCD.Stein1,Stein1,Steinman Run - Stein1,39.905046,-76.286754,,Climbers Run-Pequea Creek,"Stump R., LCC Nature Preserve",NAD83,Lancaster County,FALSE,Master Naturalist site,42071,020503061204,Pennsylvania,
LCCD.Stein2,Stein2,Steinman Run - Stein2,39.896465,-76.284922,,Climbers Run-Pequea Creek,North of Culvert on Clearview Rd.,NAD83,Lancaster County,FALSE,,42071,020503061204,Pennsylvania,
LCCD.Stein3,Stein3,UNT Steinman Run - Stein3,39.893916,-76.286239,,Climbers Run-Pequea Creek,South of Clearview Rd.,NAD83,Lancaster County,FALSE,,42071,020503061204,Pennsylvania,
TUCCC.STERRU001,STERRU001,Sterling Run,41.41382,-78.19929,,Sterling Run,Sterling Run,NAD83,Cameron County,FALSE,,42023,020502020206,Pennsylvania,
TUCCC.STMIBR001,STMIBR001,Steam Mill Branch,41.481817,-78.175283,,Hunts Run,Steam Mill Branch,NAD83,Cameron County,FALSE,,42023,020502020205,Pennsylvania,
TUCCC.STONFO001,STONFO001,Stony Fork Trib,41.70917,-77.30778,,Wilson Creek,Stony Fork Trib,NAD83,Tioga County,FALSE,,42117,020502050402,Pennsylvania,
TUCCC.STONRU003,STONRU003,Stony Run,41.595067,-77.899812,,East Fork Sinnemahoning Creek,Stony Run,NAD83,Potter County,FALSE,,42105,020502020405,Pennsylvania,
TUCCC.STRARU001,STRARU001,Straight Run,41.77722,-77.39611,,Marsh Creek-Pine Creek,Straight Run,NAD83,Tioga County,FALSE,,42117,020502050303,Pennsylvania,
TUCCC.SUGARU002,SUGARU002,Sugar Run,41.62758,-76.624959,,Millstone Creek-Schrader Creek,Sugar Run,NAD83,Bradford County,FALSE,,42015,020501060202,Pennsylvania,
TUCCC.SUGARU003,SUGARU003,Sugar Run,41.34657,-76.970598,,Mill Creek-West Side of Loyalsock Creek,Sugar Run,NAD83,Lycoming County,FALSE,,42081,020502060508,Pennsylvania,
GCWD.SUNBRA0.76,SUNBRA0.76,Sunken Branch 0.76,41.68773333,-77.801,,Wetmore Run-West Branch Pine Creek,Sunken Branch 0.76,NAD83,Potter County,FALSE,,42105,020502050102,Pennsylvania,West Branch Susquehanna
TUCCC.SUNKBR001,SUNKBR001,Sunken Branch,41.682252,-77.794633,,Wetmore Run-West Branch Pine Creek,Sunken Branch,NAD83,Potter County,FALSE,,42105,020502050102,Pennsylvania,
BCWA.T1,T1,,40.934056,-77.047083,,North Branch Buffalo Creek,Coal Run,NAD83,Union County,FALSE,,42119,020502061001,Pennsylvania,
BCWA.T2A1,T2A1,,40.921917,-77.002556,,Buffalo Creek-West Branch Susquehanna River,Up of Grove Rd Trib (Furnace Rd),NAD83,Union County,FALSE,,42119,020502061005,Pennsylvania,
BCWA.T2A2,T2A2,,40.925833,-77.017556,,Buffalo Creek-West Branch Susquehanna River,Grove Rd,NAD83,Union County,FALSE,,42119,020502061005,Pennsylvania,
BCWA.T2B,T2B,,40.93275,-77.033389,,Buffalo Creek-West Branch Susquehanna River,Down of Grove Rd trib,NAD83,Union County,FALSE,,42119,020502061005,Pennsylvania,
BCWA.T3A,T3A,,40.9665,-77.048306,,Rapid Run,Up of Conley Run (Forest Hill Rd),NAD83,Union County,FALSE,,42119,020502061002,Pennsylvania,
BCWA.T3B,T3B,,40.962944,-77.022417,,Rapid Run,Down of Conley Run (Buffalo Rd),NAD83,Union County,FALSE,,42119,020502061002,Pennsylvania,
TUCCC.TANNHO001,TANNHO001,Tannery Hollow,41.4194,-78.2264,,Sterling Run,Tannery Hollow,NAD83,Cameron County,FALSE,,42023,020502020206,Pennsylvania,
TUCCC.TAYLRU001,TAYLRU001,Taylor Run,41.64097,-77.04497,,Upper Tioga River,Taylor Run,NAD83,Tioga County,FALSE,,42117,020501040904,Pennsylvania,
NYWS.TIORIV13.81,TIORIV 13.81,,41.999517,-77.114683,,Mutton Lane Creek-Tioga River,Tioga River at Mechanic St.,NAD83,Tioga County,FALSE,,42117,020501040908,Pennsylvania,
NYWS.TIORIV17.23,TIORIV 17.23,,41.957467,-77.115283,,Mutton Lane Creek-Tioga River,Tioga River at Jct Cross Rd.,NAD83,Tioga County,FALSE,,42117,020501040908,Pennsylvania,
CCCD.TRISPRRUN0.16,TRISPRRUN0.16,Trindle Spring Run 0.16,40.251672,-77.00744,,Trindle Spring Run,Trindle Spring Run behind Wegmans,NAD83,Cumberland County,FALSE,,42041,020503050407,Pennsylvania,Lower Susquehanna
CCWA.TRND01.0,TRND01.0,Trindle Spring 01.0,40.209576,-77.027172,,Trindle Spring Run,Trindle Spring 01.0,NAD83,Cumberland County,FALSE,,42041,020503050407,Pennsylvania,Lower Susquehanna
TUCCC.TROURU003,TROURU003,Trout Run,41.39996,-77.46183,,Upper Pine Bottom Run-Pine Creek,Trout Run,NAD83,Lycoming County,FALSE,,42081,020502050606,Pennsylvania,
LCCD.Trout1,Trout1,Trout Run - Trout1,39.91528,-76.286944,,Climbers Run-Pequea Creek,,NAD83,Lancaster County,FALSE,,42071,020503061204,Pennsylvania,
AWA.TRS,TRS,,39.764094,-77.607036,,West Branch Antietam Creek,Tick Ridge Springs,NAD83,Franklin County,FALSE,,42055,020700041003,Pennsylvania,Potomac
LCCD.Tuc1,Tuc1,Tucquan Cr. - Tuc1,39.86339,-76.341193,,Muddy Run-Susquehanna River,LCC Nature Preserve,NAD83,Lancaster County,FALSE,Master Naturalist site,42071,020503061708,Pennsylvania,
TUCCC.TUCKRU001,TUCKRU001,Tucker Run,40.83895,-78.679499,,Lower Chest Creek,Tucker Run,NAD83,Clearfield County,FALSE,,42033,020502010103,Pennsylvania,
LCCD.TucTrib1,TucTrib1,Tucquan Cr. - TucTrib1,39.864814,-76.340042,,Muddy Run-Susquehanna River,Clark Run - Small tributary upstream of Tucquan Cr.,NAD83,Lancaster County,FALSE,,42071,020503061708,Pennsylvania,
BCVM.TUTCRE2.03,TUTCRE2.03,Tutelow Creek 2.03,41.980927,-76.57009,,Dry Brook-Chemung River,Tutelow Creek 2.03,NAD83,Bradford County,FALSE,,42015,020501050607,Pennsylvania,Upper Susquehanna
YCST.TYLRUN0.50,TYLRUN 0.50,,39.948313,-76.729919,,Willis Run-Codorus Creek,Tyler Run 0.50,NAD83,York County,FALSE,,42133,020503060705,Pennsylvania,
YCST.TYLRUN1.01,TYLRUN 1.01,,39.946511,-76.721144,,Willis Run-Codorus Creek,Tyler Run 1.01,NAD83,York County,FALSE,,42133,020503060705,Pennsylvania,
GCWD.UKW006,UKW006,Unknown Water 006,41.70792,-77.693633,,Wetmore Run-West Branch Pine Creek,Unknown Water 006,NAD83,Potter County,FALSE,,42105,020502050102,Pennsylvania,West Branch Susquehanna
GCWD.UKW029,UKW029,Unknown Water 029,41.80456667,-77.29553,,Marsh Creek-Pine Creek,Unknown Water 029,NAD83,Tioga County,FALSE,n/a,42117,020502050303,Pennsylvania,West Branch Susquehanna
GCWD.UKW030,UKW030,Unknown Water 030,41.81018333,-77.28352,,Marsh Creek-Pine Creek,Unknown Water 030,NAD83,Tioga County,FALSE,n/a,42117,020502050303,Pennsylvania,West Branch Susquehanna
CCWA.UN01.1,UN01.1,Unnamed 01.1,40.284529,-77.101384,,Simmons Creek-Conodoguinet Creek,Unnamed 01.1,NAD83,Cumberland County,FALSE,,42041,020503050406,Pennsylvania,Lower Susquehanna
TUCCC.UNSTFO001,UNSTFO001,Unnamed Trib to Stony Fork Creek,41.6556,-77.3693,,East Branch Stony Fork,Unnamed Trib to Stony Fork Creek,NAD83,Tioga County,FALSE,,42117,020502050403,Pennsylvania,
GCWD.UNTBALRUN0.23,UNTBALRUN0.23,UNT Baldwin Run 0.23,41.79036667,-77.30237,,Marsh Creek-Pine Creek,UNT Baldwin Run 0.23,NAD83,Tioga County,FALSE,n/a,42117,020502050303,Pennsylvania,West Branch Susquehanna
GCWD.UNTBALRUN0.95,UNTBALRUN0.95,UNT Baldwin Run 0.95,41.797433,-77.29553,,Marsh Creek-Pine Creek,UNT Baldwin Run 0.95,NAD83,Tioga County,FALSE,n/a,42117,020502050303,Pennsylvania,West Branch Susquehanna
GCWD.UNTBALRUN2.17,UNTBALRUN2.17,UNT Baldwin Run 2.17,41.8107,-77.28607,,Marsh Creek-Pine Creek,UNT Baldwin Run 2.17,NAD83,Tioga County,FALSE,n/a,42117,020502050303,Pennsylvania,West Branch Susquehanna
GCWD.UNTBALRUN2.18,UNTBALRUN2.18,UNT Baldwin Run 2.18,41.80983333,-77.28518,,Marsh Creek-Pine Creek,UNT Baldwin Run 2.17,NAD83,Tioga County,FALSE,n/a,42117,020502050303,Pennsylvania,West Branch Susquehanna
CCCD.UNTCONCRE0.06,UNTCONCRE0.06,UNT to Conodoguinet Creek 0.06,40.231014,-77.218649,,Wertz Run-Conodoguinet Creek,UNT at North Middleton Park,NAD83,Cumberland County,FALSE,,42041,020503050403,Pennsylvania,Lower Susquehanna
CCCD.UNTCONCRE2.68,UNTCONCRE2.68,UNT to Conodoguinet Creek,40.265907,-77.223096,,Wertz Run-Conodoguinet Creek,UNT to Conodoguinet northern tributary,NAD83,Cumberland County,FALSE,,42041,020503050403,Pennsylvania,Lower Susquehanna
GCWD.UNTCOWRIV0.33,UNTCOWRIV0.33,UNT Cowanesque River 0.33,41.90963,-77.612,,Headwaters Cowanesque River,UNT Cowanesque River (Teed Hollow) 0.33,NAD83,Potter County,FALSE,,42105,020501040801,Pennsylvania,Upper Susquehanna
GCWD.UNTFIRFORSINCRE0.24,UNTFIRFORSINCRE0.24,UNT First Fork Sinnemahong Creek 0.24,41.63119833,-78.0052,,Upper First Fork Sinnemahoning Creek,UNT First Fork Sinnemahong Creek 0.24,NAD83,Potter County,FALSE,,42105,020502020403,Pennsylvania,West Branch Susquehanna
GCWD.UNTGENFOR1.05,UNTGENFOR1.05,UNT Genesee Forks 1.05,41.88315,-77.67865,,Genesee Forks,UNT Genesee Forks 1.05,NAD83,Potter County,FALSE,,42105,020502050203,Pennsylvania,West Branch Susquehanna
CVTU.UNTLETSPRRUN0.71,UNTLETSPRRUN 0.71,UNT LeTort Spring Run 0.71,40.173767,-77.177667,,Tributary to Letort Spring Run,UNT LeTort Spring Run 0.71,NAD83,Cumberland County,FALSE,,42041,020503050404,Pennsylvania,Lower Susquehanna
GCWD.UNTNORBRO0.71,UNTNORBRO0.71,UNT Norris Brook 0.71,41.82465,-77.2801,,Catlin Hollow,UNT Norris Brook 0.71,NAD83,Tioga County,FALSE,n/a,42117,020501040601,Pennsylvania,Upper Susquehanna
GCWD.UNTPHORUN0.05TEMP,UNTPHORUN0.05TEMP,UNT Phoenix Run 0.05,41.82511667,-77.63861667,,Phoenix Run,UNT Phoenix Run (Temporary ID) 0.05,NAD83,Potter County,FALSE,,42105,020502050205,Pennsylvania,West Branch Susquehanna
TUCCC.UPBORU001,UPBORU001,Upper Pine Bottom Run,41.318501,-77.414284,,Upper Pine Bottom Run-Pine Creek,Upper Pine Bottom Run,NAD83,Lycoming County,FALSE,,42081,020502050606,Pennsylvania,
TUCCC.UPKECR001,UPKECR001,Upper Kettle Creek,41.558944,-77.681556,,Upper Kettle Creek,Upper Kettle Creek,NAD83,Potter County,FALSE,,42105,020502030102,Pennsylvania,
TUCCC.UTCHCR001,UTCHCR001,Unnamed Trib to Catlin Hollow Creek,41.802128,-77.265121,,Catlin Hollow,Unnamed Trib to Catlin Hollow Creek,NAD83,Tioga County,FALSE,,42117,020501040601,Pennsylvania,
TUCCC.UTCHCR002,UTCHCR002,Unnamed Trib to Catlin Hollow Creek,41.79674,-77.263427,,Catlin Hollow,Unnamed Trib to Catlin Hollow Creek,NAD83,Tioga County,FALSE,,42117,020501040601,Pennsylvania,
TUCCC.UTLACR001,UTLACR001,Unnamed Trib to Lambs Creek,41.821368,-77.136349,,Middle Tioga River,Unnamed Trib to Lambs Creek,NAD83,Tioga County,FALSE,,42117,020501040907,Pennsylvania,
TUCCC.UTLACR002,UTLACR002,Unnamed Trib to Lambs Creek,41.82129,-77.13666,,Middle Tioga River,Unnamed Trib to Lambs Creek,NAD83,Tioga County,FALSE,,42117,020501040907,Pennsylvania,
TUCCC.UTRORU001,UTRORU001,Unnamed Trib to South Branch of Rock run,41.548428,-76.832964,,Rock Run,Unnamed Trib to South Branch of Rock run,NAD83,Lycoming County,FALSE,,42081,020502060203,Pennsylvania,
TUCCC.UTRORU002,UTRORU002,Unnamed Trib to South Branch of Rock run,41.548422,-76.834036,,Rock Run,Unnamed Trib to South Branch of Rock run,NAD83,Lycoming County,FALSE,,42081,020502060203,Pennsylvania,
TUCCC.UTTRRU001,UTTRRU001,Unnamed Trib to Trout Run,41.39933,-77.47693,,Trout Run,Unnamed Trib to Trout Run,NAD83,Lycoming County,FALSE,,42081,020502050605,Pennsylvania,
TUCCC.WALLRU001,WALLRU001,Wallace Run,40.9587,-78.4297,,Little Clearfield Creek,Wallace Run,NAD83,Clearfield County,FALSE,,42033,020502010309,Pennsylvania,
TUCCC.WALLRU002,WALLRU002,Wallace Run,40.94715,-77.82855,,Wallace Run,Wallace Run,NAD83,Centre County,FALSE,,42027,020502040403,Pennsylvania,
AWA.WASD,WASD,Unnamed Tributary,39.737858,-77.569172,,East Branch Antietam Creek,WASD Unnamed trib,NAD83,Franklin County,FALSE,,42055,020700041002,Pennsylvania,Potomac
TUCCC.WATTCR001,WATTCR001,Watts Creek,40.8947,-78.5817,,Little Clearfield Creek,Watts Creek,NAD83,Clearfield County,FALSE,,42033,020502010309,Pennsylvania,
TUCCC.WBCORU001,WBCORU001,West Branch of Cowley Run,41.598638,-78.18568,,Cowley Run,West Branch of Cowley Run,NAD83,Cameron County,FALSE,,42023,020502020101,Pennsylvania,
TUCCC.WBFRRU001,WBFRRU001,West Branch Freeman Run,41.634237,-78.10305,,Freeman Run,West Branch Freeman Run,NAD83,Potter County,FALSE,,42105,020502020404,Pennsylvania,
TUCCC.WBLARI002,WBLARI002,West Branch of the Lackawanna River,41.787251,-75.49991,,West Branch Lackawanna River,West Branch of the Lackawanna River,NAD83,Susquehanna County,FALSE,,42115,020501070101,Pennsylvania,
TUCCC.WBLARI02,WBLARI02,West Branch of the Lackawanna River,41.787251,-75.49991,,West Branch Lackawanna River,West Branch of the Lackawanna River,NAD83,Susquehanna County,FALSE,,42115,020501070101,Pennsylvania,
TUCCC.WBPICR001,WBPICR001,West Branch Pine Creek,41.73277,-77.65026,,Wetmore Run-West Branch Pine Creek,West Branch Pine Creek,NAD83,Potter County,FALSE,,42105,020502050102,Pennsylvania,
TUCCC.WBPICR002,WBPICR002,West Branch Pine Creek,41.682143,-77.774465,,Wetmore Run-West Branch Pine Creek,West Branch Pine Creek,NAD83,Potter County,FALSE,,42105,020502050102,Pennsylvania,
AWA.WBS,WBS,W Branch Source,39.853353,-77.517319,,West Branch Antietam Creek,W Branch Source,NAD83,Franklin County,FALSE,,42055,020700041003,Pennsylvania,Potomac
CCCD.WERRUN0.34,WERRUN0.34,Wertz Run 0.34,40.244658,-77.17598,,Wertz Run-Conodoguinet Creek,Wertz Run at Partridge Circle Neighborhood Park,NAD83,Cumberland County,FALSE,,42041,020503050403,Pennsylvania,Lower Susquehanna
GCWD.WESBRAPINCRE14.64,WESBRAPINCRE14.64,West Branch Pine Creek 14.64,41.72995,-77.6534,,Wetmore Run-West Branch Pine Creek,West Branch Pine Creek 14.64,NAD83,Potter County,FALSE,,42105,020502050102,Pennsylvania,West Branch Susquehanna
GCWD.WILBOYRUN0.49,WILBOYRUN0.49,Wild Boy Run 0.49,41.61465,-77.8958,,East Fork Sinnemahoning Creek,Wild Boy Run 0.49,NAD83,Potter County,FALSE,,42105,020502020405,Pennsylvania,West Branch Susquehanna
TUCCC.WILDRU002,WILDRU002,Wildboy Run,41.610128,-77.890917,,East Fork Sinnemahoning Creek,Wildboy Run,NAD83,Potter County,FALSE,,42105,020502020405,Pennsylvania,
TUCCC.WILSCR001,WILSCR001,Wilson Creek,41.61417,-77.28833,,Wilson Creek,Wilson Creek,NAD83,Tioga County,FALSE,,42117,020502050402,Pennsylvania,
TUCCC.WILSONRU001,WILSONRU001,Wilson Run,41.35955,-78.43584,,Trout Run,Wilson Run,NAD83,Elk County,FALSE,,42047,020502020307,Pennsylvania,
TUCCC.WILSRU002,WILSRU002,Wilson Run,40.82066,-78.636709,,Lower Chest Creek,Wilson Run,NAD83,Clearfield County,FALSE,,42033,020502010103,Pennsylvania,
LRA.WL,WL,Mully Grub Wetland 0.15,40.19588,-77.18745,,Letort Spring Run,Wetland,NAD83,Cumberland County,FALSE,,42041,020503050404,Pennsylvania,Lower Susquehanna
BCVM.WOLCRE1.92,WOLCRE1.92,Wolcott Creek,41.920029,-76.55004,,Wolcott Creek-Chemung River,Wolcott Creek,NAD83,Bradford County,FALSE,,42015,020501050608,Pennsylvania,Upper Susquehanna
CCWA.WRTZ00.1,WRTZ00.1,Wertz Run 00.1,40.241721,-77.175346,,Wertz Run-Conodoguinet Creek,Wertz Run 00.1,NAD83,Cumberland County,FALSE,,42041,020503050403,Pennsylvania,Lower Susquehanna
AWA.WTMA,WTMA,WTMA Sewer Plant Trib,39.727578,-77.590798,,East Branch Antietam Creek,WTMA Sewer Plant Trib,NAD83,Franklin County,FALSE,,42055,020700041002,Pennsylvania,Potomac
CCSTA.YELBRECRE0.85,YELBRECRE0.85,Yellow Breeches Creek,40.218817,-76.862862,,Lower Yellow Breeches Creek,New Cumberland Borough Park,NAD83,Cumberland County,FALSE,,42041,020503050505,Pennsylvania,
CCSTA.YELBRECRE13.63,YELBRECRE13.63,Yellow Breeches Creek,40.172452,-76.913721,,Lower Yellow Breeches Creek,Lower Allen Community Park,NAD83,Cumberland County,FALSE,,42041,020503050505,Pennsylvania,
CCSTA.YELBRECRE17.65,YELBRECRE17.65,Yellow Breeches Creek,40.16418,-76.976213,,Lower Yellow Breeches Creek,Simpson Park,NAD83,Cumberland County,FALSE,,42041,020503050505,Pennsylvania,
CCSTA.YELBRECRE32.32,YELBRECRE32.32,Yellow Breeches Creek,40.1474003,-77.12339399,,Middle Yellow Breeches Creek,Behind Children's Lake,NAD83,Cumberland County,FALSE,,42041,020503050504,Pennsylvania,
CCSTA.YELBRECRE34.93,YELBRECRE34.93,Yellow Breeches Creek,40.1365,-77.14583,,Middle Yellow Breeches Creek,South Middleton Township Park,NAD83,Cumberland County,FALSE,,42041,020503050504,Pennsylvania,
CCSTA.YELBRECRE36.90,YELBRECRE36.90,Yellow Breeches Creek,40.12347,-77.221977,,Upper Yellow Breeches Creek,Barnitz Mill,NAD83,Cumberland County,FALSE,,42041,020503050502,Pennsylvania,
TUCCC.ZIMMRU001,ZIMMRU001,Zimmerman Run,41.57988,-77.17777,,Zimmerman Creek,Zimmerman Run,NAD83,Tioga County,FALSE,,42117,020502050501,Pennsylvania,
TUCCC.ZIMMRU002,ZIMMRU002,Zimmerman Run,41.57997,-77.17781,,Zimmerman Creek,Zimmerman Run,NAD83,Tioga County,FALSE,,42117,020502050501,Pennsylvania,
